employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
28249.0,R&D,region_2,Masters & above,m,sourcing,1.0,37.0,1.0,8,0,0,83
,Operations,region_24,Bachelors,f,other,1.0,31.0,5.0,4,1,0,56
20169.0,Procurement,region_13,Bachelors,m,other,4.0,32.0,1.0,7,0,0,69
55.0,Operations,region_19,Masters & above,f,sourcing,1.0,33.0,5.0,3,0,0,61
48480.0,HR,region_31,Bachelors,f,sourcing,1.0,25.0,3.0,3,0,0,49
59868.0,Analytics,region_13,Bachelors,m,other,1.0,32.0,4.0,7,0,0,82
36220.0,Finance,region_2,Bachelors,f,other,1.0,39.0,3.0,12,0,0,59
6732.0,Technology,region_2,Bachelors,m,other,1.0,,4.0,21,1,0,80
,Sales & Marketing,region_11,Bachelors,m,other,1.0,28.0,3.0,5,1,0,53
18100.0,Procurement,region_22,Bachelors,m,other,,33.0,4.0,7,1,0,71
45569.0,Procurement,region_2,Bachelors,m,sourcing,1.0,28.0,,1,1,0,73
49444.0,Operations,region_10,Masters & above,m,other,1.0,44.0,3.0,2,1,0,56
22063.0,Operations,region_21,Bachelors,m,other,1.0,29.0,,1,0,0,64
41071.0,Sales & Marketing,region_32,Bachelors,m,sourcing,4.0,27.0,3.0,2,0,0,51
66853.0,Sales & Marketing,region_13,Bachelors,m,other,1.0,30.0,4.0,2,0,0,50
54241.0,Technology,region_7,Bachelors,f,sourcing,1.0,41.0,4.0,7,0,0,79
,Operations,region_22,Bachelors,m,other,1.0,,3.0,14,1,0,63
54046.0,Technology,region_2,Bachelors,f,sourcing,2.0,,3.0,19,0,0,81
31172.0,Technology,region_2,Below Secondary,f,sourcing,1.0,,,1,0,0,82
60493.0,Analytics,region_26,Bachelors,m,other,1.0,32.0,5.0,5,0,0,85
13063.0,Sales & Marketing,region_2,Bachelors,m,sourcing,2.0,30.0,4.0,6,0,0,52
71878.0,Operations,region_2,Masters & above,m,other,,47.0,3.0,19,0,0,63
63102.0,Sales & Marketing,region_28,Bachelors,m,other,1.0,35.0,1.0,5,0,0,62
28135.0,Sales & Marketing,region_4,Masters & above,m,sourcing,1.0,36.0,5.0,7,1,0,50
,HR,region_2,Bachelors,m,other,2.0,30.0,5.0,4,0,0,48
,Analytics,region_32,Bachelors,m,other,1.0,,4.0,10,1,0,84
,Technology,region_7,Bachelors,f,other,1.0,,4.0,7,1,0,82
46517.0,Operations,region_8,Bachelors,f,other,1.0,32.0,3.0,7,1,0,96
52372.0,Procurement,region_22,Bachelors,m,other,,45.0,3.0,5,1,0,73
11344.0,Sales & Marketing,region_16,Bachelors,f,other,,30.0,2.0,4,0,0,54
29678.0,Technology,region_15,Bachelors,m,other,1.0,35.0,1.0,7,0,0,85
48233.0,Sales & Marketing,region_15,Bachelors,m,sourcing,1.0,29.0,5.0,6,0,0,46
12530.0,Sales & Marketing,region_13,Masters & above,m,other,2.0,33.0,5.0,3,1,0,50
,Operations,region_23,Bachelors,m,sourcing,1.0,35.0,2.0,6,0,0,56
7995.0,Sales & Marketing,region_17,Bachelors,m,sourcing,1.0,35.0,5.0,4,1,0,46
35336.0,Technology,region_2,,m,sourcing,2.0,,3.0,7,0,0,82
34136.0,Finance,region_13,Bachelors,m,sourcing,2.0,26.0,1.0,2,0,0,60
55573.0,Finance,region_2,Bachelors,m,sourcing,,36.0,2.0,3,0,0,60
33445.0,Sales & Marketing,region_7,Masters & above,f,other,,37.0,4.0,8,0,0,48
11045.0,Operations,region_8,Masters & above,m,other,1.0,40.0,4.0,4,0,0,64
,Operations,region_12,Bachelors,m,other,1.0,28.0,3.0,5,0,0,61
45241.0,Operations,region_24,Bachelors,f,other,1.0,30.0,3.0,3,0,0,59
36150.0,Sales & Marketing,region_2,Bachelors,m,other,3.0,26.0,,1,0,0,52
,Procurement,region_15,Bachelors,f,other,1.0,,3.0,5,0,0,69
48234.0,Operations,region_14,Bachelors,f,sourcing,1.0,,5.0,4,1,0,58
58592.0,Procurement,region_2,Masters & above,f,other,2.0,39.0,3.0,3,0,0,68
23909.0,Operations,region_9,Bachelors,m,other,1.0,32.0,2.0,7,0,0,60
,Sales & Marketing,region_32,Bachelors,m,other,1.0,36.0,1.0,3,1,0,47
28636.0,Procurement,region_16,Bachelors,m,sourcing,3.0,25.0,3.0,5,0,0,69
47969.0,Sales & Marketing,region_2,,m,other,1.0,20.0,3.0,2,0,0,50
41287.0,Sales & Marketing,region_5,Bachelors,m,sourcing,1.0,26.0,3.0,3,0,0,46
,Operations,region_7,Masters & above,f,other,1.0,52.0,4.0,16,1,0,61
51952.0,Operations,region_2,Bachelors,m,other,1.0,,3.0,3,0,0,56
,Finance,region_4,Masters & above,m,other,1.0,40.0,2.0,6,1,0,56
64136.0,Sales & Marketing,region_26,Bachelors,m,other,,36.0,2.0,2,0,0,52
28232.0,R&D,region_22,Masters & above,m,other,,28.0,4.0,4,1,0,85
19422.0,Procurement,region_15,Masters & above,m,other,1.0,36.0,3.0,3,0,0,72
37155.0,Sales & Marketing,region_31,Bachelors,f,sourcing,2.0,29.0,1.0,3,0,0,47
37481.0,Technology,region_3,Masters & above,m,other,1.0,33.0,3.0,4,0,0,81
48518.0,Sales & Marketing,region_11,Masters & above,m,sourcing,1.0,34.0,4.0,3,0,0,49
52769.0,Sales & Marketing,region_1,Bachelors,m,other,,28.0,,1,0,0,51
19088.0,R&D,region_7,Masters & above,m,sourcing,1.0,31.0,4.0,4,0,0,94
126.0,Technology,region_7,Bachelors,f,sourcing,2.0,32.0,,1,1,0,82
31887.0,Technology,region_23,Bachelors,m,other,3.0,29.0,3.0,3,0,0,81
44696.0,Technology,region_7,Bachelors,m,sourcing,1.0,29.0,3.0,5,0,0,79
,Sales & Marketing,region_22,Bachelors,m,other,2.0,38.0,4.0,4,0,0,46
75515.0,Sales & Marketing,region_25,Bachelors,m,sourcing,1.0,32.0,3.0,5,0,0,52
23809.0,Procurement,region_17,Masters & above,f,sourcing,1.0,35.0,3.0,9,0,0,68
35473.0,Sales & Marketing,region_14,Bachelors,m,other,2.0,32.0,2.0,8,0,0,49
34283.0,Sales & Marketing,region_22,Bachelors,m,sourcing,1.0,33.0,2.0,3,0,0,48
49185.0,Operations,region_8,Bachelors,m,other,2.0,27.0,5.0,4,0,0,61
8540.0,Sales & Marketing,region_15,Bachelors,m,sourcing,1.0,30.0,4.0,5,0,0,50
11744.0,HR,region_22,Bachelors,f,sourcing,1.0,28.0,3.0,4,0,0,50
41795.0,Operations,region_15,Bachelors,m,other,1.0,49.0,3.0,19,0,0,61
30685.0,Technology,region_13,Masters & above,m,other,1.0,44.0,2.0,12,0,0,80
53425.0,Procurement,region_23,Masters & above,f,sourcing,1.0,37.0,3.0,10,0,0,73
30351.0,Sales & Marketing,region_7,Masters & above,m,sourcing,1.0,37.0,4.0,5,1,0,51
50135.0,Sales & Marketing,region_22,Bachelors,m,sourcing,1.0,,3.0,2,1,0,53
67073.0,Sales & Marketing,region_13,Masters & above,m,sourcing,1.0,54.0,3.0,13,0,0,48
41127.0,Operations,region_29,Bachelors,m,other,1.0,,3.0,11,0,0,58
13464.0,Procurement,region_2,Bachelors,f,other,2.0,36.0,4.0,9,0,0,70
11271.0,Operations,region_2,Bachelors,m,other,1.0,37.0,4.0,7,1,0,57
33867.0,Operations,region_22,Bachelors,m,sourcing,2.0,34.0,5.0,4,1,0,60
56381.0,Sales & Marketing,region_13,Bachelors,f,other,1.0,23.0,4.0,2,0,0,46
17583.0,Operations,region_13,Masters & above,m,other,1.0,,5.0,6,0,0,58
50463.0,Analytics,region_31,Masters & above,m,sourcing,3.0,37.0,1.0,10,0,0,83
10325.0,Finance,region_2,Bachelors,m,other,1.0,34.0,1.0,8,0,0,59
13864.0,Operations,region_22,Bachelors,m,sourcing,1.0,26.0,3.0,5,1,0,58
24257.0,Sales & Marketing,region_32,Bachelors,m,other,2.0,,1.0,8,0,0,49
76327.0,Legal,region_13,Bachelors,m,other,1.0,28.0,5.0,2,0,0,75
18980.0,Operations,region_32,Bachelors,f,other,1.0,,5.0,3,1,0,55
24889.0,Sales & Marketing,region_2,Bachelors,f,sourcing,1.0,38.0,3.0,2,1,0,52
,Technology,region_2,Bachelors,f,other,1.0,42.0,1.0,6,0,0,83
65586.0,HR,region_32,Bachelors,m,other,,35.0,2.0,5,0,0,51
72506.0,Technology,region_28,Bachelors,m,sourcing,1.0,30.0,2.0,5,0,0,86
25252.0,Sales & Marketing,region_7,Bachelors,m,sourcing,1.0,30.0,4.0,4,1,0,50
,Finance,region_13,Bachelors,f,sourcing,1.0,,,1,1,0,64
39129.0,Analytics,region_22,Bachelors,m,sourcing,1.0,38.0,5.0,2,1,0,86
54070.0,Sales & Marketing,region_24,Masters & above,m,sourcing,1.0,,1.0,6,0,0,50
8332.0,Sales & Marketing,region_22,Bachelors,m,sourcing,,37.0,4.0,10,0,0,52
33354.0,Operations,region_2,Bachelors,m,other,3.0,26.0,5.0,4,1,0,63
7859.0,Procurement,region_23,Masters & above,f,sourcing,1.0,31.0,3.0,8,0,0,70
51469.0,Sales & Marketing,region_31,,m,sourcing,1.0,23.0,4.0,2,0,0,51
30380.0,Operations,region_2,Masters & above,m,sourcing,,57.0,3.0,5,0,0,61
28874.0,Operations,region_7,,m,sourcing,,31.0,3.0,5,0,0,61
,Analytics,region_22,,m,other,1.0,27.0,4.0,3,1,0,84
51777.0,HR,region_2,Bachelors,f,other,1.0,52.0,5.0,16,0,0,48
9957.0,Technology,region_7,Masters & above,f,other,,31.0,4.0,2,1,0,83
76000.0,Procurement,region_15,Bachelors,m,sourcing,,36.0,4.0,4,0,0,71
42856.0,Sales & Marketing,region_7,Masters & above,m,other,2.0,45.0,1.0,16,0,0,44
6456.0,Sales & Marketing,region_15,Bachelors,f,other,1.0,27.0,1.0,2,0,0,51
,Sales & Marketing,region_15,Masters & above,m,other,1.0,32.0,1.0,7,0,0,49
22238.0,Sales & Marketing,region_2,Masters & above,m,other,3.0,55.0,3.0,13,0,0,47
,Technology,region_15,Bachelors,m,other,1.0,35.0,2.0,9,0,1,77
63710.0,Operations,region_12,Bachelors,f,sourcing,1.0,29.0,1.0,2,0,0,55
46010.0,Sales & Marketing,region_7,Bachelors,m,sourcing,1.0,38.0,5.0,8,0,0,57
39843.0,Sales & Marketing,region_11,,m,other,1.0,,5.0,8,1,0,49
60867.0,Sales & Marketing,region_15,Bachelors,m,other,1.0,41.0,5.0,3,0,0,50
,Procurement,region_8,Masters & above,m,other,1.0,,2.0,11,0,0,67
73458.0,Analytics,region_29,Bachelors,m,sourcing,1.0,31.0,4.0,3,1,0,87
,Analytics,region_17,Bachelors,m,other,1.0,,3.0,4,1,0,92
7947.0,Technology,region_28,Bachelors,m,sourcing,1.0,27.0,,1,1,0,78
15936.0,Technology,region_10,Bachelors,f,sourcing,1.0,29.0,1.0,2,0,0,72
55172.0,Operations,region_26,Bachelors,m,sourcing,1.0,41.0,5.0,7,0,0,58
30986.0,Procurement,region_2,Masters & above,f,sourcing,1.0,,3.0,7,0,0,72
9610.0,Sales & Marketing,region_20,Bachelors,m,sourcing,1.0,40.0,5.0,6,0,0,48
,Operations,region_22,Bachelors,f,sourcing,1.0,,2.0,6,1,0,61
,Analytics,region_28,Masters & above,f,other,1.0,32.0,5.0,4,1,0,85
46695.0,Technology,region_22,Masters & above,m,sourcing,1.0,33.0,3.0,4,0,0,81
51607.0,Sales & Marketing,region_6,Bachelors,m,other,1.0,29.0,3.0,2,0,0,52
50833.0,Technology,region_25,Masters & above,m,sourcing,1.0,33.0,3.0,6,1,0,84
9275.0,Analytics,region_30,Bachelors,m,other,1.0,34.0,5.0,7,1,0,85
67588.0,Finance,region_2,Bachelors,m,other,1.0,,5.0,2,0,0,50
,Sales & Marketing,region_6,Bachelors,m,sourcing,1.0,,1.0,2,1,0,51
8441.0,Operations,region_22,Bachelors,m,sourcing,2.0,30.0,5.0,4,1,0,61
53217.0,Sales & Marketing,region_2,Masters & above,m,other,3.0,,1.0,14,0,0,52
45384.0,Sales & Marketing,region_10,Bachelors,m,other,1.0,36.0,3.0,3,0,0,49
75539.0,Sales & Marketing,region_2,Bachelors,m,sourcing,,,5.0,2,0,0,54
2999.0,Technology,region_15,Bachelors,m,other,2.0,,5.0,5,1,0,80
36993.0,Technology,region_7,Bachelors,m,sourcing,2.0,25.0,,1,0,0,80
1549.0,Finance,region_2,Bachelors,m,sourcing,2.0,38.0,4.0,3,0,0,59
48465.0,Sales & Marketing,region_16,Bachelors,m,sourcing,1.0,46.0,4.0,21,0,0,44
62275.0,Sales & Marketing,region_22,Bachelors,m,other,,33.0,5.0,2,1,0,49
9135.0,Procurement,region_22,Masters & above,m,sourcing,1.0,33.0,1.0,9,1,0,69
6443.0,Legal,region_22,Bachelors,m,other,1.0,29.0,1.0,3,0,0,60
31642.0,Sales & Marketing,region_4,Bachelors,m,other,1.0,30.0,2.0,7,0,0,51
56643.0,Operations,region_31,Bachelors,f,sourcing,1.0,27.0,3.0,2,0,0,63
17429.0,Technology,region_26,Masters & above,m,other,,39.0,3.0,14,0,0,77
27740.0,Sales & Marketing,region_24,Bachelors,m,other,1.0,34.0,2.0,9,0,0,47
38295.0,Sales & Marketing,region_15,Bachelors,m,sourcing,1.0,35.0,3.0,5,0,0,52
58109.0,Procurement,region_13,Bachelors,m,other,1.0,26.0,3.0,3,0,0,64
39325.0,Technology,region_33,Bachelors,m,sourcing,,29.0,2.0,2,0,0,82
15568.0,Sales & Marketing,region_6,Bachelors,f,other,,33.0,1.0,5,0,0,49
71755.0,Procurement,region_22,Bachelors,m,other,1.0,,4.0,7,1,0,73
4004.0,Technology,region_2,Bachelors,f,referred,1.0,53.0,5.0,17,0,0,80
,Technology,region_31,Bachelors,m,other,2.0,30.0,4.0,3,0,0,80
48649.0,Sales & Marketing,region_28,Masters & above,m,other,1.0,47.0,5.0,18,0,0,52
68773.0,Procurement,region_31,Bachelors,m,other,1.0,34.0,4.0,2,1,0,69
33505.0,Procurement,region_12,Bachelors,m,sourcing,2.0,29.0,4.0,2,0,0,71
60009.0,Analytics,region_16,Bachelors,m,other,1.0,37.0,5.0,8,0,0,81
38584.0,Sales & Marketing,region_14,Bachelors,m,other,1.0,24.0,3.0,2,1,1,51
40263.0,Sales & Marketing,region_2,Masters & above,f,other,1.0,43.0,4.0,2,1,0,48
1704.0,Operations,region_22,Masters & above,m,sourcing,1.0,50.0,5.0,13,1,0,64
5551.0,HR,region_29,Bachelors,m,other,1.0,35.0,5.0,10,1,0,49
51108.0,Sales & Marketing,region_11,Bachelors,m,other,1.0,31.0,3.0,6,0,0,46
38693.0,Sales & Marketing,region_7,,m,other,1.0,20.0,,1,0,0,48
52313.0,Sales & Marketing,region_2,Bachelors,m,sourcing,1.0,25.0,2.0,2,0,0,48
27399.0,Legal,region_7,Bachelors,m,other,1.0,34.0,5.0,5,1,0,63
77897.0,Technology,region_33,Bachelors,f,other,2.0,27.0,,1,0,0,77
21119.0,HR,region_11,Masters & above,m,other,2.0,39.0,3.0,10,0,0,53
2028.0,Finance,region_14,Bachelors,m,other,2.0,,2.0,3,0,0,65
78208.0,Sales & Marketing,region_31,Bachelors,m,sourcing,1.0,31.0,4.0,2,1,0,48
22719.0,Procurement,region_2,Below Secondary,m,other,1.0,21.0,5.0,2,1,0,72
75197.0,Sales & Marketing,region_13,Bachelors,m,sourcing,1.0,34.0,4.0,8,0,0,50
66332.0,HR,region_29,Bachelors,m,other,1.0,33.0,3.0,6,1,0,52
,Technology,region_31,Bachelors,m,sourcing,1.0,30.0,3.0,4,0,0,78
64055.0,Sales & Marketing,region_32,Bachelors,m,sourcing,1.0,33.0,5.0,6,0,0,52
39869.0,Sales & Marketing,region_5,Bachelors,m,other,,27.0,,1,0,0,51
45295.0,Analytics,region_7,Masters & above,m,sourcing,2.0,35.0,3.0,6,1,0,87
,Procurement,region_2,Below Secondary,m,sourcing,2.0,22.0,,1,0,0,71
5762.0,Analytics,region_29,Bachelors,m,other,,29.0,3.0,2,1,0,82
32229.0,Technology,region_11,Bachelors,f,sourcing,1.0,,4.0,5,0,0,78
3571.0,Technology,region_13,Bachelors,f,other,1.0,39.0,3.0,4,1,0,77
9781.0,Sales & Marketing,region_27,Bachelors,f,other,1.0,,4.0,5,0,0,49
52028.0,Sales & Marketing,region_7,Masters & above,m,sourcing,1.0,40.0,2.0,12,0,0,48
56501.0,Operations,region_6,Bachelors,m,other,1.0,31.0,,1,0,0,64
25518.0,Operations,region_15,Masters & above,m,sourcing,1.0,41.0,5.0,9,0,1,79
47554.0,Technology,region_2,Bachelors,m,referred,,27.0,,1,0,0,82
50327.0,Operations,region_22,Masters & above,f,sourcing,1.0,35.0,3.0,5,1,0,55
32741.0,Operations,region_22,Bachelors,f,other,1.0,,2.0,3,0,0,59
10194.0,Analytics,region_22,Bachelors,f,sourcing,1.0,30.0,5.0,9,1,0,85
62000.0,Finance,region_2,Bachelors,m,other,1.0,37.0,5.0,9,0,0,60
75353.0,Technology,region_2,Below Secondary,f,other,1.0,22.0,5.0,2,1,0,79
55332.0,Procurement,region_15,Masters & above,m,other,1.0,34.0,5.0,7,1,0,70
21718.0,Operations,region_14,Bachelors,f,other,2.0,27.0,5.0,2,1,0,60
8679.0,Operations,region_22,Bachelors,m,other,1.0,46.0,5.0,6,1,0,60
27733.0,Operations,region_25,Masters & above,f,sourcing,1.0,33.0,4.0,4,1,0,53
56015.0,Sales & Marketing,region_32,Bachelors,f,other,1.0,29.0,5.0,2,0,0,51
,Sales & Marketing,region_7,,m,sourcing,1.0,39.0,1.0,9,0,0,48
11739.0,Procurement,region_24,Bachelors,f,other,1.0,25.0,,1,0,0,67
61814.0,Operations,region_27,Bachelors,f,other,1.0,33.0,2.0,3,0,0,58
36376.0,Operations,region_21,Bachelors,m,sourcing,1.0,30.0,4.0,5,0,0,60
69701.0,Analytics,region_2,Bachelors,m,sourcing,,38.0,1.0,8,0,0,84
60516.0,Operations,region_15,Bachelors,m,other,1.0,31.0,5.0,7,0,0,59
77792.0,Operations,region_13,Masters & above,f,other,1.0,43.0,2.0,10,1,0,62
22223.0,Sales & Marketing,region_22,Bachelors,m,sourcing,1.0,28.0,,1,0,0,49
67372.0,Procurement,region_2,Bachelors,m,other,2.0,45.0,3.0,4,0,0,69
26837.0,Procurement,region_15,Bachelors,m,other,1.0,27.0,5.0,5,1,0,65
73081.0,Procurement,region_19,Bachelors,m,other,1.0,41.0,4.0,6,1,0,63
63418.0,Sales & Marketing,region_2,Bachelors,m,other,1.0,47.0,5.0,13,0,0,50
61536.0,Analytics,region_15,Bachelors,m,sourcing,1.0,35.0,1.0,3,1,0,88
37738.0,Legal,region_22,Bachelors,f,sourcing,1.0,30.0,,1,1,0,59
41205.0,Finance,region_5,Bachelors,m,other,1.0,34.0,3.0,8,0,0,58
60251.0,Technology,region_27,Below Secondary,f,other,1.0,24.0,3.0,3,0,0,79
,Operations,region_22,Masters & above,m,other,1.0,36.0,5.0,3,1,0,56
23268.0,Sales & Marketing,region_2,Bachelors,m,sourcing,1.0,33.0,1.0,8,0,0,49
,Procurement,region_2,Bachelors,f,other,1.0,24.0,,1,1,0,70
47150.0,R&D,region_22,Masters & above,f,sourcing,1.0,31.0,4.0,2,1,0,82
29433.0,Technology,region_2,Masters & above,m,sourcing,1.0,43.0,3.0,13,0,0,79
833.0,Operations,region_15,,m,sourcing,1.0,33.0,3.0,5,1,0,62
74837.0,Sales & Marketing,region_23,Bachelors,m,other,1.0,41.0,5.0,6,1,0,49
34915.0,Operations,region_13,Bachelors,m,sourcing,1.0,34.0,4.0,4,0,0,60
67900.0,Technology,region_7,Masters & above,f,other,1.0,45.0,3.0,4,0,0,80
56966.0,Sales & Marketing,region_2,Bachelors,m,other,1.0,41.0,4.0,4,1,0,53
59329.0,Legal,region_13,Bachelors,m,other,1.0,,3.0,2,1,0,60
70815.0,Analytics,region_22,Bachelors,m,other,1.0,,3.0,18,1,0,85
22613.0,Operations,region_15,Bachelors,m,sourcing,1.0,32.0,3.0,5,1,0,56
1910.0,Finance,region_22,Bachelors,m,other,1.0,39.0,3.0,5,0,0,64
,Operations,region_22,Masters & above,m,other,1.0,42.0,5.0,14,1,0,60
15379.0,Operations,region_2,Bachelors,m,other,1.0,58.0,3.0,33,0,0,63
52640.0,Operations,region_2,Bachelors,m,sourcing,1.0,40.0,3.0,3,1,1,59
27825.0,Technology,region_2,Bachelors,m,other,2.0,25.0,,1,1,0,82
26862.0,Finance,region_2,Below Secondary,m,other,1.0,24.0,,1,0,0,61
65519.0,Technology,region_5,Bachelors,m,other,1.0,27.0,2.0,4,0,0,80
17920.0,Analytics,region_7,Bachelors,m,other,1.0,37.0,3.0,3,1,0,82
28011.0,Sales & Marketing,region_2,Bachelors,m,sourcing,2.0,42.0,5.0,4,0,0,49
13842.0,Operations,region_27,Masters & above,m,sourcing,1.0,39.0,5.0,7,1,0,59
52511.0,Procurement,region_2,Bachelors,m,sourcing,1.0,31.0,4.0,9,1,0,75
,Sales & Marketing,region_16,Masters & above,f,other,2.0,32.0,1.0,4,0,0,49
60401.0,HR,region_2,Masters & above,f,other,1.0,,3.0,19,0,0,50
,Technology,region_4,Masters & above,f,other,1.0,36.0,2.0,7,0,0,76
70658.0,Operations,region_15,Masters & above,m,sourcing,2.0,38.0,4.0,5,0,0,59
,Technology,region_5,Bachelors,f,other,1.0,28.0,5.0,4,1,0,83
35683.0,Sales & Marketing,region_2,Bachelors,m,referred,1.0,40.0,4.0,10,1,0,48
38475.0,Sales & Marketing,region_7,,m,other,1.0,24.0,,1,1,0,49
55286.0,Sales & Marketing,region_13,Bachelors,m,other,2.0,29.0,3.0,2,0,0,47
40995.0,Technology,region_2,Masters & above,f,sourcing,1.0,45.0,3.0,12,0,0,80
16253.0,Operations,region_2,Masters & above,f,other,3.0,50.0,5.0,6,1,0,61
39768.0,Procurement,region_2,Masters & above,f,sourcing,1.0,43.0,3.0,3,1,0,69
57280.0,Operations,region_32,Bachelors,m,other,1.0,,,1,1,1,54
54869.0,Sales & Marketing,region_23,Bachelors,m,sourcing,,30.0,1.0,5,0,0,53
37435.0,Technology,region_26,Bachelors,f,sourcing,1.0,,3.0,10,0,0,83
67152.0,Analytics,region_7,Masters & above,m,sourcing,1.0,36.0,4.0,3,1,0,88
,Procurement,region_17,Bachelors,f,sourcing,1.0,60.0,4.0,7,1,0,67
46390.0,HR,region_2,Bachelors,m,other,1.0,41.0,3.0,17,0,0,44
63348.0,Sales & Marketing,region_7,Masters & above,m,other,1.0,36.0,3.0,2,1,0,49
32830.0,Technology,region_22,Masters & above,m,other,2.0,33.0,3.0,4,0,0,80
6393.0,Operations,region_22,Masters & above,f,other,1.0,40.0,3.0,7,1,0,57
50932.0,Analytics,region_2,Masters & above,m,other,,,4.0,7,0,0,80
68982.0,Finance,region_22,Bachelors,m,other,3.0,28.0,1.0,3,0,0,61
69120.0,Procurement,region_2,Masters & above,f,sourcing,,42.0,5.0,11,1,0,69
29632.0,HR,region_2,Bachelors,m,sourcing,3.0,60.0,5.0,11,0,0,50
38056.0,Operations,region_2,Bachelors,f,sourcing,1.0,36.0,3.0,5,0,0,59
8232.0,Operations,region_15,Bachelors,m,other,2.0,37.0,5.0,7,0,0,53
43753.0,Analytics,region_2,Masters & above,m,sourcing,1.0,36.0,5.0,5,1,0,81
60016.0,Analytics,region_2,Masters & above,m,sourcing,1.0,54.0,3.0,15,0,0,84
2382.0,Sales & Marketing,region_27,Bachelors,m,sourcing,1.0,46.0,1.0,14,0,0,52
47779.0,Sales & Marketing,region_30,Bachelors,m,other,1.0,28.0,,1,0,0,53
44389.0,Technology,region_10,Masters & above,m,sourcing,1.0,38.0,3.0,3,0,0,79
76572.0,Finance,region_11,Masters & above,m,other,1.0,,4.0,6,0,0,61
49949.0,Technology,region_2,Masters & above,f,sourcing,1.0,40.0,2.0,12,0,0,86
69696.0,Procurement,region_17,Bachelors,f,other,2.0,30.0,3.0,7,1,0,71
36753.0,Analytics,region_28,,m,other,2.0,34.0,4.0,7,1,0,82
36869.0,Technology,region_33,Bachelors,f,sourcing,1.0,38.0,3.0,10,0,0,77
,Sales & Marketing,region_7,Bachelors,m,sourcing,1.0,46.0,1.0,20,0,0,49
66698.0,Sales & Marketing,region_2,Bachelors,m,other,1.0,20.0,,1,0,0,48
62276.0,Sales & Marketing,region_30,Bachelors,m,sourcing,1.0,27.0,4.0,4,0,0,53
45014.0,Analytics,region_31,Bachelors,m,sourcing,1.0,,3.0,10,0,0,84
19250.0,Operations,region_12,Bachelors,m,other,3.0,30.0,4.0,3,0,0,60
3820.0,Procurement,region_2,Bachelors,m,sourcing,1.0,57.0,3.0,28,0,0,70
23484.0,Procurement,region_20,Masters & above,f,sourcing,1.0,32.0,1.0,5,0,0,68
69033.0,Finance,region_2,Bachelors,m,sourcing,1.0,25.0,3.0,2,1,0,62
32139.0,R&D,region_2,Bachelors,m,other,1.0,33.0,3.0,2,0,0,87
64314.0,Operations,region_7,Bachelors,m,sourcing,1.0,27.0,5.0,5,0,0,60
60782.0,Operations,region_22,Masters & above,m,sourcing,1.0,51.0,4.0,22,0,0,56
59865.0,Technology,region_23,Masters & above,f,sourcing,2.0,35.0,4.0,8,0,0,81
49003.0,Technology,region_2,Bachelors,f,other,,,4.0,4,1,0,79
69414.0,Sales & Marketing,region_15,Masters & above,m,other,1.0,,3.0,4,0,0,49
66956.0,Operations,region_25,Bachelors,m,other,,29.0,5.0,4,1,0,57
41044.0,Technology,region_4,Masters & above,m,other,1.0,37.0,5.0,3,1,0,80
72492.0,Operations,region_22,Bachelors,m,other,1.0,,1.0,5,0,0,55
1217.0,Legal,region_20,Bachelors,m,other,1.0,31.0,3.0,2,0,0,59
60428.0,Finance,region_2,Bachelors,m,other,1.0,60.0,5.0,7,0,0,60
,Technology,region_7,Bachelors,f,sourcing,1.0,37.0,3.0,2,1,0,89
34998.0,Sales & Marketing,region_29,Bachelors,m,sourcing,1.0,36.0,3.0,7,0,0,48
68440.0,Analytics,region_5,Bachelors,m,sourcing,1.0,31.0,1.0,2,0,0,80
67301.0,Sales & Marketing,region_23,Masters & above,m,other,,40.0,1.0,13,0,0,48
19977.0,Operations,region_7,Bachelors,f,sourcing,1.0,32.0,4.0,5,0,0,59
10771.0,Sales & Marketing,region_22,,m,other,1.0,27.0,5.0,2,0,0,50
15168.0,Analytics,region_31,Bachelors,m,sourcing,2.0,35.0,2.0,2,0,0,83
9274.0,Technology,region_13,Masters & above,m,other,1.0,43.0,5.0,14,1,0,83
6133.0,Analytics,region_22,Bachelors,m,other,2.0,28.0,5.0,2,1,0,92
25206.0,Analytics,region_19,Bachelors,m,sourcing,2.0,38.0,3.0,14,0,0,84
46728.0,Sales & Marketing,region_22,Bachelors,m,sourcing,1.0,25.0,2.0,2,1,0,44
11155.0,Finance,region_4,Bachelors,m,sourcing,,,5.0,6,1,0,62
35589.0,Sales & Marketing,region_2,Bachelors,m,other,1.0,57.0,1.0,7,0,0,51
54605.0,Legal,region_26,Bachelors,m,other,,34.0,5.0,6,1,0,57
38344.0,Sales & Marketing,region_22,Bachelors,m,other,1.0,48.0,3.0,8,0,0,52
29288.0,Sales & Marketing,region_7,Bachelors,m,sourcing,2.0,43.0,1.0,3,1,0,48
67683.0,Technology,region_14,Bachelors,f,other,1.0,29.0,3.0,4,0,0,74
52735.0,Operations,region_26,Masters & above,f,other,1.0,,5.0,3,1,0,63
,Operations,region_22,Bachelors,m,sourcing,1.0,,,1,1,0,55
21548.0,Analytics,region_2,Bachelors,m,sourcing,2.0,24.0,3.0,2,0,0,84
33675.0,R&D,region_22,Masters & above,m,other,2.0,,5.0,4,0,0,84
